CONSTITUENCIES,ELECTORATE,P.N.M._VOTES_%,U.N.C._VOTES_%,VOTER_TURNOUT,TOTAL_NUMBER_OF_VOTES_CAST,VALID_VOTES,Year,ELECTORAL_DISTRICT_ARIMA,ELECTORAL_DISTRICT_AROUCA/MALONEY,ELECTORAL_DISTRICT_BARATARIA/SAN JUAN,ELECTORAL_DISTRICT_CARONI CENTRAL,ELECTORAL_DISTRICT_CARONI EAST,ELECTORAL_DISTRICT_CHAGUANAS EAST,ELECTORAL_DISTRICT_CHAGUANAS WEST,ELECTORAL_DISTRICT_COUVA NORTH,ELECTORAL_DISTRICT_COUVA SOUTH,ELECTORAL_DISTRICT_CUMUTO/MANZANILLA,ELECTORAL_DISTRICT_D'ABADIE/O'MEARA,ELECTORAL_DISTRICT_DIEGO MARTIN CENTRAL,ELECTORAL_DISTRICT_DIEGO MARTIN NORTH/EAST,ELECTORAL_DISTRICT_DIEGO MARTIN WEST,ELECTORAL_DISTRICT_FYZABAD,ELECTORAL_DISTRICT_LA BREA,ELECTORAL_DISTRICT_LA HORQUETTA/TALPARO,ELECTORAL_DISTRICT_LAVENTILLE EAST/MORVANT,ELECTORAL_DISTRICT_LAVENTILLE WEST,ELECTORAL_DISTRICT_LOPINOT/BON AIR WEST,ELECTORAL_DISTRICT_MAYARO,ELECTORAL_DISTRICT_MORUGA/TABLELAND,ELECTORAL_DISTRICT_NAPARIMA,ELECTORAL_DISTRICT_OROPOUCHE EAST,ELECTORAL_DISTRICT_OROPOUCHE WEST,ELECTORAL_DISTRICT_POINT FORTIN,ELECTORAL_DISTRICT_POINTE-A-PIERRE,ELECTORAL_DISTRICT_PORT-OF-SPAIN NORTH/ST. ANN'S WEST,ELECTORAL_DISTRICT_PORT-OF-SPAIN SOUTH,ELECTORAL_DISTRICT_PRINCES TOWN,ELECTORAL_DISTRICT_SAN FERNANDO EAST,ELECTORAL_DISTRICT_SAN FERNANDO WEST,ELECTORAL_DISTRICT_SIPARIA,ELECTORAL_DISTRICT_ST. ANN'S EAST,ELECTORAL_DISTRICT_ST. AUGUSTINE,ELECTORAL_DISTRICT_ST. JOSEPH,ELECTORAL_DISTRICT_TABAQUITE,ELECTORAL_DISTRICT_TOBAGO EAST,ELECTORAL_DISTRICT_TOBAGO WEST,ELECTORAL_DISTRICT_TOCO/SANGRE GRANDE,ELECTORAL_DISTRICT_TOTAL,ELECTORAL_DISTRICT_TUNAPUNA,GDP (Per Capita US$),GNI (Per Capita US $),GNI (Percentage Change),Homicide_rate_per_100k,Homicide (Annual Percentage Change),Inflation,Unemployment,Net Migration Rate,Growth Rate,GDP_(US$),GNI (Per Capita US $)_1t,GNI (Per Capita US $)_1y,Inflation_1t,Inflation_1y,Unemployment_1t,Unemployment_1y,Net Migration Rate_1t,Net Migration Rate_1y,GDP (Per Capita US$)_1t,GDP (Per Capita US$)_1y,GDP_(US$)_1t,GDP_(US$)_1y,Homicide_rate_per_100k_1t,Homicide_rate_per_100k_1y
PORT-OF-SPAIN NORTH/ST. ANN'S WEST,23154,0.608074580858582,0.38493346364934966,0.5763151075408137,13344,13301,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
PORT-OF-SPAIN SOUTH,23711,0.5960626185958254,0.37705566097406706,0.5356163805828519,12700,12648,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
PRINCES TOWN,25259,0.26307291666666666,0.7369270833333333,0.7629755730630666,19272,19200,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
SAN FERNANDO EAST,22813,0.6144525086778163,0.38554749132218363,0.6966641827028449,15893,15845,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
SAN FERNANDO WEST,23554,0.45967600444470436,0.5328381776712089,0.7280292094760975,17148,17099,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
SIPARIA,26657,0.21059268600252207,0.7894073139974779,0.746783208913231,19907,19825,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
ST. ANN'S EAST,26940,0.5822197475872308,0.41048007918831975,0.6038233110616185,16267,16164,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
ST. AUGUSTINE,25582,0.20571101633205036,0.7942889836679496,0.7538112735517161,19284,19226,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
ST. JOSEPH,25943,0.41711803507266587,0.5810586153268622,0.7212350152256871,18711,18647,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
TABAQUITE,26775,0.27212614445574773,0.7278738555442523,0.7367693744164332,19727,19660,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
TOBAGO EAST,20424,0.41929851199514123,0.5807014880048588,0.6479142185663925,13233,13172,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
TOBAGO WEST,23674,0.4675951461665747,0.5324048538334253,0.6143870913238152,14545,14504,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
TOCO/SANGRE GRANDE,27298,0.478502080443828,0.5173370319001387,0.6619166239284929,18069,18025,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
TUNAPUNA,25191,0.43823608496907773,0.5617639150309223,0.7408201341749038,18662,18595,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
TOTAL,1041224,0.396967416296685,0.5996616652972167,0.6980255929559825,726801,724135,2010,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20861.04,15500,1.51,33.54,-7.31,10.54920032,4.033,-1.938,-18.81,22157920592.3669,0.08971297022261182,0.014949904694659908,0.28989788662821353,0.4132752112980306,-0.3174839848679613,-0.2694155818269389,-0.3729504452236229,-0.2083808338881186,0.03181067716570896,0.15259555944868175,0.023576706540161516,0.14473552206854853,0.1723535141296648,-0.07576772357208629
ARIMA,25555,0.6952,0.2925,0.6167481901780474,15761,15705,2015,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
AROUCA/MALONEY,26321,0.8155,0.1845,0.6933627141825919,18250,18200,2015,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
BARATARIA/SAN JUAN,25529,0.48305585074979335,0.514936828433109,0.6647342238238866,16970,16938,2015,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
CARONI CENTRAL,27887,0.3658982431197319,0.6270437696760435,0.7075339764047764,19731,19694,2015,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
CARONI EAST,27602,0.27069386887684627,0.7185740091382424,0.6833925077892906,18863,18822,2015,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
CHAGUANAS EAST,25488,0.4387384873011443,0.5182249511582473,0.7039391086001255,17942,17915,2015,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
CHAGUANAS WEST,27704,0.10887938749129959,0.8703390673162971,0.7283785734911926,20179,20114,2015,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
COUVA NORTH,29284,0.3249398170438132,0.6665864227250843,0.7108318535719164,20816,20770,2015,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
COUVA SOUTH,28499,0.30145013905442986,0.6897596344854986,0.7083055545808625,20186,20136,2015,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
CUMUTO/MANZANILLA,28152,0.4155752922876211,0.575091575091575,0.7105711849957375,20004,19929,2015,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
D'ABADIE/O'MEARA,29073,0.663433908045977,0.3198378489326765,0.6719292814639012,19535,19488,2015,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
DIEGO MARTIN CENTRAL,29350,0.77018705704659,0.17247589171604508,0.5905962521294719,17334,17214,2015,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
DIEGO MARTIN NORTH/EAST,28067,0.703990156442257,0.28997480517958635,0.6108597285067874,17145,17067,2015,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
DIEGO MARTIN WEST,29349,0.7603359555213817,0.20175075412551013,0.580121980305973,17026,16907,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
FYZABAD,27023,0.4038825286212046,0.5931309109009457,0.7456611035044222,20150,20090,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
LA BREA,25197,0.6638713383113153,0.32940838598506605,0.6940111918085486,17487,17410,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
LA HORQUETTA/TALPARO,26031,0.5750206782464847,0.4194099807003033,0.6990127156083131,18196,18135,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
LAVENTILLE EAST/MORVANT,27815,0.8681451356675352,0.1016076761771621,0.5680028761459645,15799,15737,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
LAVENTILLE WEST,26450,0.8942044833242209,0.08351558228540186,0.5547448015122873,14673,14632,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
LOPINOT/BON AIR WEST,26564,0.6255854482082562,0.34451584794684675,0.693193796115043,18414,18362,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
MAYARO,27940,0.42882795438000487,0.5692793011404998,0.7401216893342878,20679,20605,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
MORUGA/TABLELAND,27913,0.5114518266136665,0.48622941510505396,0.7590728334467811,21188,21132,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
NAPARIMA,26527,0.1701240259027549,0.825375919218527,0.6887322350812379,18270,18222,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
OROPOUCHE EAST,27298,0.19990518331226295,0.8000948166877371,0.6975236281046231,19041,18984,2015,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27351.88,19170,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,0.2125065331323522,-0.006240269860084623,-0.8167737037696938,-0.198452418748562,-0.5074426426939794,-0.019980277309970602,-1.194386972622615,-0.005097717071668718,0.2709019605657104,-0.005664341210559681,0.19863211535360828,-0.09424162025951405,-0.15375322354221682,0.029642254958674265
