ELECTORAL_DISTRICT,ELECTORATE,TOTAL_NUMBER_OF_VOTES_CAST,VOTER_TURNOUT,REJECTED_BALLOTS,VALID_VOTES,P.N.M._VOTES,P.N.M._VOTES_%,U.N.C._VOTES,U.N.C._VOTES_%,C.O.P._VOTES,C.O.P._VOTES_%,D.A.C._VOTES,D.A.C._VOTES_%,D.N.A._VOTES,D.N.A._VOTES_%,I.N.D_VOTES,I.N.D._VOTES_%,Year,GDP (Per Capita US$),GNI (Per Capita US $),GNI (Percentage Change),Homicide_rate_per_100k,Annual (Percentage Change),Inflation,Unemployment,Net Migration Rate,Growth Rate,GDP_(US$),GNI (Per Capita US $)_1t,GNI (Per Capita US $)_1y,Inflation_1t,Inflation_1y,Unemployment_1t,Unemployment_1y,Net Migration Rate_1t,Net Migration Rate_1y,GDP (Per Capita US$)_1t,GDP (Per Capita US$)_1y,GDP_(US$)_1t,GDP_(US$)_1y,N.N.V._VOTES,N.N.V._VOTES_%,T.O.P._VOTES,T.O.P._VOTES_%,T.H.C._VOTES,T.H.C._VOTES_%,T.T.N.C.P._VOTES,T.T.N.C.P._VOTES_%,I.L.P._VOTES,I.L.P._VOTES_%,N.J.A.C._VOTES,N.J.A.C._VOTES_%,D.D.P._VOTES,D.D.P._VOTES_%,I.D.P._VOTES,I.D.P._VOTES_%,L.O.V.E._VOTES,L.O.V.E._VOTES_%,N.C.T._VOTES,N.C.T._VOTES_%,T.F._VOTES,T.F._VOTES_%,T.N.V._VOTES,T.N.V._VOTES_%,T.P.T._VOTES,T.P.T._VOTES_%,Y.E.P._VOTES,Y.E.P._VOTES_%,Y.O.U.R._VOTES,Y.O.U.R._VOTES_%,P.E.P._VOTES,P.E.P._VOTES_%,D.P.T._VOTES,D.P.T._VOTES_%,M.N.D._VOTES,M.N.D._VOTES_%,M.S.J._VOTES,M.S.J._VOTES_%,N.O.W._VOTES,N.O.W._VOTES_%,O.T.V._VOTES,O.T.V._VOTES_%,P.D.P._VOTES,P.D.P._VOTES_%,P.P._VOTES,P.P._VOTES_%,T.D.F._VOTES,T.D.F._VOTES_%,T.N.P._VOTES,T.N.P._VOTES_%,U.P.P._VOTES,U.P.P._VOTES_%,U.T.P._VOTES,U.T.P._VOTES_%,Winning_Party,Margin_of_Victory
DIEGO MARTIN CENTRAL,29350,17334,0.5905962521294719,120,17214,13258,0.77018705704659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,586.0,0.0340420587893575,0.0,0.0,0.0,0.0,0.0,0.0,401.0,0.023294992448007437,2969.0,0.17247589171604508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.77018705704659
DIEGO MARTIN NORTH/EAST,28067,17145,0.6108597285067874,78,17067,12015,0.703990156442257,4949.0,0.28997480517958635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,103.0,0.0060350383781566765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.4140153512626707
DIEGO MARTIN WEST,29349,17026,0.580121980305973,119,16907,12855,0.7603359555213817,0.0,0.0,3411.0,0.20175075412551013,0.0,0.0,0.0,0.0,246.0,0.01455018631336133,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,194.0,0.011474537173951617,0.0,0.0,83.0,0.004909209203288579,0.0,0.0,118.0,0.006979357662506654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.7603359555213817
FYZABAD,27023,20150,0.7456611035044222,60,20090,8114,0.4038825286212046,11916.0,0.5931309109009457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0029865604778496766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.1892483822797411
LA BREA,25197,17487,0.6940111918085486,77,17410,11558,0.6638713383113153,5735.0,0.32940838598506605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.00672027570361861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.33446295232624923
LA HORQUETTA/TALPARO,26031,18196,0.6990127156083131,61,18135,10428,0.5750206782464847,7606.0,0.4194099807003033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.005569341053212021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.15561069754618145
LAVENTILLE EAST/MORVANT,27815,15799,0.5680028761459645,62,15737,13662,0.8681451356675352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,288.0,0.018300819724216814,1599.0,0.1016076761771621,0.0,0.0,0.0,0.0,188.0,0.011946368431085977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.8681451356675352
LAVENTILLE WEST,26450,14673,0.5547448015122873,41,14632,13084,0.8942044833242209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.01530891197375615,1222.0,0.08351558228540186,0.0,0.0,0.0,0.0,102.0,0.006971022416621104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.8942044833242209
LOPINOT/BON AIR WEST,26564,18414,0.693193796115043,52,18362,11487,0.6255854482082562,0.0,0.0,6326.0,0.34451584794684675,0.0,0.0,0.0,0.0,132.0,0.007188759394401481,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,417.0,0.022709944450495588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.6255854482082562
MAYARO,27940,20679,0.7401216893342878,74,20605,8836,0.42882795438000487,11730.0,0.5692793011404998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0018927444794952682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.14045134676049498
MORUGA/TABLELAND,27913,21188,0.7590728334467811,56,21132,10808,0.5114518266136665,10275.0,0.48622941510505396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.002318758281279576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.02522241150861254
NAPARIMA,26527,18270,0.6887322350812379,48,18222,3100,0.1701240259027549,15040.0,0.825375919218527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,0.004500054878718033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.6552518933157722
OROPOUCHE EAST,27298,19041,0.6975236281046231,57,18984,3795,0.19990518331226295,15189.0,0.8000948166877371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.6001896333754742
OROPOUCHE WEST,24348,17001,0.6982503696402168,47,16954,4349,0.25651763595611654,12605.0,0.7434823640438835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.4869647280877669
POINT FORTIN,25505,17936,0.7032346598706136,53,17883,10813,0.6046524632332383,7070.0,0.3953475367667617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.20930492646647658
POINTE-A-PIERRE,24578,18009,0.732728456343071,47,17962,8204,0.4567420109119252,9710.0,0.5405856808818618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0026723082062131164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.08384366996993659
PORT-OF-SPAIN NORTH/ST. ANN'S WEST,24123,13273,0.5502217800439415,109,13164,10946,0.8315101792768156,2218.0,0.16848982072318444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.6630203585536312
PORT-OF-SPAIN SOUTH,23778,12353,0.5195138363192867,63,12290,9843,0.8008950366151343,0.0,0.0,2319.0,0.18868999186330349,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.004393816110659072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.006021155410903174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.8008950366151343
PRINCES TOWN,26473,18736,0.7077399614701771,53,18683,6015,0.3219504362254456,12668.0,0.6780495637745544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.3560991275491088
SAN FERNANDO EAST,24969,17003,0.6809643958508551,40,16963,11502,0.6780640216942758,0.0,0.0,5161.0,0.30425042740081354,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.01768555090491069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.6780640216942758
SAN FERNANDO WEST,24493,17116,0.6988119054423713,47,17069,10112,0.5924190052141309,6802.0,0.3985002050500908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0027535297908489074,0.0,0.0,0.0,0.0,108.0,0.006327259944929404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.19391880016404012
SIPARIA,27920,19717,0.7061962750716332,66,19651,4755,0.24197241870642716,14896.0,0.7580275812935728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,U.N.C._VOTES_%,0.5160551625871457
ST. ANN'S EAST,28449,17269,0.6070160638335267,69,17200,13382,0.7780232558139535,3655.0,0.2125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,0.009476744186046512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.5655232558139535
ST. AUGUSTINE,27224,19192,0.7049662062885689,69,19123,6186,0.3234848088689013,0.0,0.0,12606.0,0.65920619149715,0.0,0.0,0.0,0.0,0.0,0.0,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331.0,0.01730899963394865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.3234848088689013
ST. JOSEPH,27653,19648,0.7105196542870574,55,19593,10536,0.5377430715051293,8903.0,0.45439697851273414,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.007859949982136478,2015,27351.88,19170.0,-0.62,28.76,3.03,4.661215981,2.428,-0.587,-0.51,27026750552.9647,1.3162934775904793,-0.006240269860084623,0.2708050679091545,-0.198452418748562,-1.6061375794054435,-0.019980277309970602,-2.003595721724201,-0.005097717071668718,1.2824241400552852,-0.005664341210559681,1.1982765763847378,-0.09424162025951405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P.N.M._VOTES_%,0.0833460929923952
